"<TYPE>","<TICKER>","<TAS.SEQ>","<ACTIVITY.DATETIME>","<BID.PRICE>","<BID.SIZE>"
"Q","BZTF21",3870,2020-09-02 20:29:51.7914,0,5
"Q","BZTF21",3872,2020-09-02 20:29:51.7993,0,5
"Q","BZTF21",3874,2020-09-02 20:29:52.2729,0,5
"Q","BZTF21",3876,2020-09-02 20:29:52.2729,0,5
"Q","BZTF21",3879,2020-09-02 20:29:52.3804,0,5
"Q","BZTF21",3881,2020-09-02 20:29:52.5332,0,5
"Q","BZTF21",3883,2020-09-02 20:29:52.5332,0,5
"Q","BZTF21",3886,2020-09-02 20:29:52.6757,0,5
"Q","BZTF21",3888,2020-09-02 20:29:52.719,-0.25,5
"Q","BZTF21",3890,2020-09-02 20:29:52.719,-0.5,5
"Q","BZTF21",3893,2020-09-02 20:29:52.8811,-1,5
"Q","BZTF21",3895,2020-09-02 20:29:53.1376,-1,5
"Q","BZTF21",3897,2020-09-02 20:29:53.1376,-1,5
"Q","BZTF21",3900,2020-09-02 20:29:53.2842,-1,5
"Q","BZTF21",3902,2020-09-02 20:29:53.4947,-1,5
"Q","BZTF21",3904,2020-09-02 20:29:53.4947,-1,5
"Q","BZTF21",3907,2020-09-02 20:29:53.5754,-1.25,5
"Q","BZTF21",3909,2020-09-02 20:29:53.5754,-1.5,5
"Q","BZTF21",3912,2020-09-02 20:29:53.6244,-1.5,5
"Q","BZTF21",3914,2020-09-02 20:29:53.6766,-2,5
"Q","BZTF21",3916,2020-09-02 20:29:54.1286,-2,5
"Q","BZTF21",3918,2020-09-02 20:29:54.1286,-2,5
"Q","BZTF21",3921,2020-09-02 20:29:54.1286,-2.25,5
"Q","BZTF21",3923,2020-09-02 20:29:54.1286,-2.5,5
"Q","BZTF21",3926,2020-09-02 20:29:54.2703,-2.5,5
"Q","BZTF21",3928,2020-09-02 20:29:54.2703,-2,5
"Q","BZTF21",3930,2020-09-02 20:29:54.508,-2.25,5
"Q","BZTF21",3932,2020-09-02 20:29:54.508,-2.5,5
"Q","BZTF21",3935,2020-09-02 20:29:54.884,-1,5
"Q","BZTF21",3937,2020-09-02 20:29:55.1419,-1,5
"Q","BZTF21",3939,2020-09-02 20:29:55.1419,-1,5
"Q","BZTF21",3942,2020-09-02 20:29:55.1419,-1.25,5
"Q","BZTF21",3944,2020-09-02 20:29:55.1419,-1.5,5
"Q","BZTF21",3947,2020-09-02 20:29:55.1958,-1.5,5
"Q","BZTF21",3949,2020-09-02 20:29:55.1958,-3,5
"Q","BZTF21",3951,2020-09-02 20:29:55.2007,-3,5
"Q","BZTF21",3953,2020-09-02 20:29:55.2007,-3,5
"Q","BZTF21",3956,2020-09-02 20:29:55.2807,-3,5
"Q","BZTF21",3958,2020-09-02 20:29:56.2363,-3,5
"Q","BZTF21",3960,2020-09-02 20:29:56.2363,-3,5
"Q","BZTF21",3963,2020-09-02 20:29:56.2514,-3.25,5
"Q","BZTF21",3965,2020-09-02 20:29:56.2514,-3.5,5
"Q","BZTF21",3968,2020-09-02 20:29:56.3784,-3.5,5
"Q","BZTF21",3970,2020-09-02 20:29:56.3784,-3,5
"Q","BZTF21",3972,2020-09-02 20:29:56.4856,-3.25,5
"Q","BZTF21",3974,2020-09-02 20:29:56.4856,-3.5,5
"Q","BZTF21",3977,2020-09-02 20:29:56.5807,-2,5
"Q","BZTF21",3979,2020-09-02 20:29:58.0297,-2.25,5
"Q","BZTF21",3981,2020-09-02 20:29:58.0297,-2.5,5
"Q","BZTF21",3984,2020-09-02 20:29:58.1164,-2.5,5
"Q","BZTF21",3986,2020-09-02 20:29:58.1164,-2.5,5
"Q","BZTF21",5,2020-09-02 23:45:06.2735,-1,600
"Q","BZTF21",7,2020-09-02 23:45:30.0748,-1,600
"Q","BZTF21",9,2020-09-02 23:48:26.1004,-1,600
"Q","BZTF21",14,2020-09-03 08:16:09.2566,-1,605
"Q","BZTF21",16,2020-09-03 13:00:00.0185,-1,621
"Q","BZTF21",18,2020-09-03 13:14:06.7881,-1,619
"Q","BZTF21",20,2020-09-03 13:51:10.0945,-0.75,3
"Q","BZTF21",22,2020-09-03 13:51:17.4805,-0.75,5
"Q","BZTF21",24,2020-09-03 13:57:31.8994,-0.75,7
"Q","BZTF21",26,2020-09-03 14:03:58.1659,-0.75,5
"Q","BZTF21",28,2020-09-03 14:36:48.4227,-0.75,14
"Q","BZTF21",30,2020-09-03 15:00:32.5772,-0.75,5
"Q","BZTF21",32,2020-09-03 15:00:32.5772,-0.75,2
"Q","BZTF21",34,2020-09-03 15:00:32.5772,-1,600
"Q","BZTF21",36,2020-09-03 15:52:26.6764,-1,600
"Q","BZTF21",38,2020-09-03 15:53:12.429,-1,600
"Q","BZTF21",40,2020-09-03 16:21:11.1019,-1,600
"Q","BZTF21",42,2020-09-03 16:21:11.1019,-1,600
"Q","BZTF21",44,2020-09-03 16:34:28.0608,-0.75,900
"Q","BZTF21",46,2020-09-03 16:39:03.4488,-0.75,900
"Q","BZTF21",48,2020-09-03 16:39:03.4488,-0.75,900
"Q","BZTF21",50,2020-09-03 16:39:18.433,-0.75,900
"Q","BZTF21",52,2020-09-03 16:39:18.433,-0.75,900
"Q","BZTF21",54,2020-09-03 17:42:10.4259,-0.75,900
"Q","BZTF21",56,2020-09-03 17:44:30.7555,-0.75,900
"Q","BZTF21",58,2020-09-03 17:46:16.6908,-0.75,900
"Q","BZTF21",60,2020-09-03 17:55:08.5551,-0.75,900
"Q","BZTF21",62,2020-09-03 17:55:18.6016,-0.75,900
"Q","BZTF21",64,2020-09-03 17:55:19.579,-0.75,900
"Q","BZTF21",66,2020-09-03 17:55:30.2565,-0.75,900
"Q","BZTF21",68,2020-09-03 17:55:30.2565,-0.75,900
"Q","BZTF21",70,2020-09-03 17:55:58.9273,-0.75,900
"Q","BZTF21",72,2020-09-03 18:12:54.4129,-0.75,900
"Q","BZTF21",74,2020-09-03 18:14:42.305,-0.75,900
"Q","BZTF21",76,2020-09-03 18:23:53.9502,-0.75,900
"Q","BZTF21",78,2020-09-03 18:27:08.8304,-0.75,900
"Q","BZTF21",80,2020-09-03 18:28:28.0182,-0.75,900
"Q","BZTF21",82,2020-09-03 18:29:10.4701,-0.75,900
"Q","BZTF21",84,2020-09-03 18:29:14.4366,-0.75,900
"Q","BZTF21",86,2020-09-03 18:31:00.2809,-0.75,900
"Q","BZTF21",88,2020-09-03 18:31:04.7642,-0.75,900
"Q","BZTF21",90,2020-09-03 18:31:37.0752,-0.75,900
"Q","BZTF21",92,2020-09-03 18:31:37.0752,-0.75,900
"Q","BZTF21",94,2020-09-03 18:31:37.2911,-0.75,900
"Q","BZTF21",96,2020-09-03 18:31:38.502,-0.75,900
"Q","BZTF21",98,2020-09-03 18:31:39.7132,-0.75,900
"Q","BZTF21",100,2020-09-03 18:31:40.9233,-0.75,900
"Q","BZTF21",102,2020-09-03 18:45:49.9072,-0.75,900
"Q","BZTF21",104,2020-09-03 18:48:55.5332,-0.75,900
"Q","BZTF21",106,2020-09-03 18:49:02.0206,-0.75,900
"Q","BZTF21",108,2020-09-03 18:50:03.3471,-0.75,900
"Q","BZTF21",110,2020-09-03 18:50:15.1743,-0.75,900
"Q","BZTF21",112,2020-09-03 18:51:01.8904,-0.75,900
"Q","BZTF21",114,2020-09-03 18:51:09.224,-0.75,900
"Q","BZTF21",116,2020-09-03 18:51:27.8816,-0.75,900
"Q","BZTF21",118,2020-09-03 18:54:46.0271,-0.75,900
"Q","BZTF21",120,2020-09-03 18:55:08.3717,-0.75,900
"Q","BZTF21",122,2020-09-03 18:57:24.6087,-0.75,900
"Q","BZTF21",124,2020-09-03 19:00:59.6526,-0.75,900
"Q","BZTF21",126,2020-09-03 19:03:32.1167,-0.75,900
"Q","BZTF21",128,2020-09-03 19:09:17.8667,-0.75,900
"Q","BZTF21",130,2020-09-03 19:26:43.8988,-0.75,900
"Q","BZTF21",132,2020-09-03 19:34:24.4681,-0.75,900
"Q","BZTF21",134,2020-09-03 19:49:13.1439,-0.75,900
"Q","BZTF21",136,2020-09-03 19:49:46.7426,-0.75,900
"Q","BZTF21",138,2020-09-03 19:54:56.886,-0.75,900
"Q","BZTF21",140,2020-09-03 20:00:00.1689,-0.75,900
"Q","BZTF21",142,2020-09-03 20:12:04.0595,-0.75,900
"Q","BZTF21",144,2020-09-03 20:12:04.0595,-0.75,900
"Q","BZTF21",146,2020-09-03 20:12:04.0595,-0.75,900
"Q","BZTF21",148,2020-09-03 20:12:28.5529,-0.75,900
"Q","BZTF21",150,2020-09-03 20:12:48.3658,-0.75,900
"Q","BZTF21",152,2020-09-03 20:14:30.5493,-0.75,900
"Q","BZTF21",154,2020-09-03 20:22:04.2506,-0.75,900
"Q","BZTF21",156,2020-09-03 20:22:12.118,-0.75,900
"Q","BZTF21",158,2020-09-03 20:24:44.787,-0.75,900
"Q","BZTF21",160,2020-09-03 20:25:21.6531,-0.75,900
"Q","BZTF21",162,2020-09-03 20:25:21.6531,-0.75,900
"Q","BZTF21",164,2020-09-03 20:25:21.6531,-0.75,900
"Q","BZTF21",166,2020-09-03 20:25:21.6531,-0.75,900
"Q","BZTF21",168,2020-09-03 20:25:21.6531,-0.75,900
"Q","BZTF21",170,2020-09-03 20:26:00.0237,-0.75,900
"Q","BZTF21",172,2020-09-03 20:26:00.0237,-1,100
"Q","BZTF21",174,2020-09-03 20:26:26.7564,-1,100
"Q","BZTF21",176,2020-09-03 20:26:26.7564,-1,100
"Q","BZTF21",178,2020-09-03 20:26:26.7564,-1,100
"Q","BZTF21",180,2020-09-03 20:26:26.7666,-1,100
"Q","BZTF21",182,2020-09-03 20:26:26.8707,-1,100
"Q","BZTF21",184,2020-09-03 20:26:26.8707,-1,100
"Q","BZTF21",186,2020-09-03 20:26:26.8707,-1,100
"Q","BZTF21",188,2020-09-03 20:27:14.2133,-1,100
"Q","BZTF21",190,2020-09-03 20:27:14.2133,-1,100
"Q","BZTF21",192,2020-09-03 20:27:50.0169,-1,100
"Q","BZTF21",194,2020-09-03 20:28:00.0249,-2,755
"Q","BZTF21",196,2020-09-03 20:28:00.0249,-2,5
"Q","BZTF21",198,2020-09-03 20:28:02.2046,-2,755
"Q","BZTF21",200,2020-09-03 20:28:02.2615,-2,5
"Q","BZTF21",202,2020-09-03 20:28:06.1228,-2,755
"Q","BZTF21",204,2020-09-03 20:28:06.1319,-2,5
"Q","BZTF21",206,2020-09-03 20:28:06.1319,-2,755
"Q","BZTF21",208,2020-09-03 20:28:06.3422,-2,5
"Q","BZTF21",210,2020-09-03 20:28:23.3448,-2.25,5
"Q","BZTF21",212,2020-09-03 20:28:23.3448,-2.5,5
"Q","BZTF21",214,2020-09-03 20:28:23.3448,-2.75,546
"Q","BZTF21",216,2020-09-03 20:28:23.5845,-2.75,575
"Q","BZTF21",218,2020-09-03 20:28:23.6042,-2.75,574
"Q","BZTF21",220,2020-09-03 20:28:23.6425,-2.75,573
"Q","BZTF21",222,2020-09-03 20:28:23.6425,-2.75,568
"Q","BZTF21",224,2020-09-03 20:28:23.6499,-2.75,563
"Q","BZTF21",226,2020-09-03 20:28:23.6499,-2.75,568
"Q","BZTF21",228,2020-09-03 20:28:23.6646,-2.75,578
"Q","BZTF21",230,2020-09-03 20:28:23.6971,-2.75,577
"Q","BZTF21",232,2020-09-03 20:28:23.7353,-2.75,576
"Q","BZTF21",234,2020-09-03 20:28:23.7609,-2.75,571
"Q","BZTF21",236,2020-09-03 20:28:23.7695,-2.75,570
"Q","BZTF21",238,2020-09-03 20:28:23.7989,-2.75,568
"Q","BZTF21",240,2020-09-03 20:28:23.7989,-2.75,565
"Q","BZTF21",242,2020-09-03 20:28:23.7989,-2.75,550
"Q","BZTF21",244,2020-09-03 20:28:23.7989,-2.75,548
"Q","BZTF21",246,2020-09-03 20:28:23.7989,-2.75,539
"Q","BZTF21",248,2020-09-03 20:28:23.7989,-2.75,532
"Q","BZTF21",250,2020-09-03 20:28:23.7989,-2.75,529
"Q","BZTF21",252,2020-09-03 20:28:23.7989,-2.75,519
"Q","BZTF21",254,2020-09-03 20:28:23.8134,-2.75,524
"Q","BZTF21",256,2020-09-03 20:28:23.8312,-2.75,519
"Q","BZTF21",258,2020-09-03 20:28:23.8312,-2.75,488
"Q","BZTF21",260,2020-09-03 20:28:23.8312,-2.75,483
"Q","BZTF21",262,2020-09-03 20:28:23.8367,-2.75,488
"Q","BZTF21",264,2020-09-03 20:28:23.8493,-2.75,483
"Q","BZTF21",266,2020-09-03 20:28:23.855,-2.75,493
"Q","BZTF21",268,2020-09-03 20:28:23.855,-2.75,483
"Q","BZTF21",270,2020-09-03 20:28:23.855,-2.75,473
"Q","BZTF21",272,2020-09-03 20:28:23.855,-2.75,483
"Q","BZTF21",274,2020-09-03 20:28:23.855,-2.75,488
"Q","BZTF21",276,2020-09-03 20:28:23.855,-2.75,483
"Q","BZTF21",278,2020-09-03 20:28:23.86,-2.75,478
"Q","BZTF21",280,2020-09-03 20:28:23.8656,-2.75,473
"Q","BZTF21",282,2020-09-03 20:28:23.8857,-2.75,472
"Q","BZTF21",284,2020-09-03 20:28:24.0234,-2.75,49
"Q","BZTF21",286,2020-09-03 20:28:24.0286,-2.75,44
"Q","BZTF21",288,2020-09-03 20:28:24.2299,-2.75,113
"Q","BZTF21",290,2020-09-03 20:28:24.3003,-2.75,98
"Q","BZTF21",292,2020-09-03 20:28:24.3063,-2.75,88
"Q","BZTF21",294,2020-09-03 20:28:24.3063,-2.75,64
"Q","BZTF21",296,2020-09-03 20:28:24.3063,-2.75,69
"Q","BZTF21",298,2020-09-03 20:28:24.3063,-2.75,54
"Q","BZTF21",300,2020-09-03 20:28:24.3063,-2.75,49
"Q","BZTF21",302,2020-09-03 20:28:24.3117,-2.75,44
"Q","BZTF21",304,2020-09-03 20:28:24.3539,-2.75,49
"Q","BZTF21",306,2020-09-03 20:28:24.3608,-2.75,59
"Q","BZTF21",308,2020-09-03 20:28:24.3608,-2.75,49
"Q","BZTF21",310,2020-09-03 20:28:24.4869,-2.75,171
"Q","BZTF21",312,2020-09-03 20:28:24.647,-2.75,229
"Q","BZTF21",314,2020-09-03 20:28:24.647,-2.75,228
"Q","BZTF21",316,2020-09-03 20:28:24.7581,-2.75,227
"Q","BZTF21",318,2020-09-03 20:28:24.8774,-2.75,226
"Q","BZTF21",320,2020-09-03 20:28:24.8774,-2.75,222
"Q","BZTF21",322,2020-09-03 20:28:24.8832,-2.75,221
"Q","BZTF21",324,2020-09-03 20:28:24.998,-2.75,220
"Q","BZTF21",326,2020-09-03 20:28:25.0147,-2.75,216
"Q","BZTF21",328,2020-09-03 20:28:25.0147,-2.75,201
"Q","BZTF21",330,2020-09-03 20:28:25.0147,-2.75,187
"Q","BZTF21",332,2020-09-03 20:28:25.0147,-2.75,177
"Q","BZTF21",334,2020-09-03 20:28:25.0207,-2.75,172
"Q","BZTF21",336,2020-09-03 20:28:25.0207,-2.75,167
"Q","BZTF21",338,2020-09-03 20:28:25.0207,-2.75,163
"Q","BZTF21",340,2020-09-03 20:28:25.0207,-2.75,159
"Q","BZTF21",342,2020-09-03 20:28:25.0207,-2.75,163
"Q","BZTF21",344,2020-09-03 20:28:25.0207,-2.75,172
"Q","BZTF21",346,2020-09-03 20:28:25.0207,-2.75,163
"Q","BZTF21",348,2020-09-03 20:28:25.0542,-2.75,162
"Q","BZTF21",350,2020-09-03 20:28:25.0869,-2.75,159
"Q","BZTF21",352,2020-09-03 20:28:25.0869,-2.75,157
"Q","BZTF21",354,2020-09-03 20:28:25.2461,-2.75,156
"Q","BZTF21",356,2020-09-03 20:28:25.3131,-2.75,170
"Q","BZTF21",358,2020-09-03 20:28:25.3131,-2.75,175
"Q","BZTF21",360,2020-09-03 20:28:25.3131,-2.75,203
"Q","BZTF21",362,2020-09-03 20:28:25.3131,-2.75,213
"Q","BZTF21",364,2020-09-03 20:28:25.3131,-2.75,203
"Q","BZTF21",366,2020-09-03 20:28:25.3131,-2.75,194
"Q","BZTF21",368,2020-09-03 20:28:25.3131,-2.75,184
"Q","BZTF21",370,2020-09-03 20:28:25.3187,-2.75,189
"Q","BZTF21",372,2020-09-03 20:28:25.3187,-2.75,185
"Q","BZTF21",374,2020-09-03 20:28:25.3187,-2.75,180
"Q","BZTF21",376,2020-09-03 20:28:25.3187,-2.75,175
"Q","BZTF21",378,2020-09-03 20:28:25.3187,-2.75,170
"Q","BZTF21",380,2020-09-03 20:28:25.3187,-2.75,175
"Q","BZTF21",382,2020-09-03 20:28:25.3187,-2.75,180
"Q","BZTF21",384,2020-09-03 20:28:25.3187,-2.75,175
"Q","BZTF21",386,2020-09-03 20:28:25.3187,-2.75,170
"Q","BZTF21",388,2020-09-03 20:28:25.3187,-2.75,165
"Q","BZTF21",390,2020-09-03 20:28:25.3242,-2.75,175
"Q","BZTF21",392,2020-09-03 20:28:25.3242,-2.75,165
"Q","BZTF21",394,2020-09-03 20:28:25.3242,-2.75,175
"Q","BZTF21",396,2020-09-03 20:28:25.3242,-2.75,170
"Q","BZTF21",398,2020-09-03 20:28:25.3602,-2.75,175
"Q","BZTF21",400,2020-09-03 20:28:25.3838,-2.75,170
"Q","BZTF21",402,2020-09-03 20:28:25.3838,-2.75,165
"Q","BZTF21",404,2020-09-03 20:28:25.3838,-2.75,160
"Q","BZTF21",406,2020-09-03 20:28:25.3912,-2.75,156
"Q","BZTF21",408,2020-09-03 20:28:25.3912,-2.75,160
"Q","BZTF21",410,2020-09-03 20:28:25.4732,-2.75,131
"Q","BZTF21",412,2020-09-03 20:28:25.4732,-2.75,116
"Q","BZTF21",414,2020-09-03 20:28:25.4732,-2.75,8
"Q","BZTF21",416,2020-09-03 20:28:25.4732,-2.75,4
"Q","BZTF21",418,2020-09-03 20:28:25.4732,-2.5,4
"Q","BZTF21",420,2020-09-03 20:28:25.5042,-2.75,268
"Q","BZTF21",422,2020-09-03 20:28:25.5042,-2.75,249
"Q","BZTF21",424,2020-09-03 20:28:25.5042,-2.75,244
"Q","BZTF21",426,2020-09-03 20:28:25.5042,-2.75,235
"Q","BZTF21",428,2020-09-03 20:28:25.5042,-2.75,230
"Q","BZTF21",430,2020-09-03 20:28:25.5148,-2.75,225
"Q","BZTF21",432,2020-09-03 20:28:25.5306,-2.75,216
"Q","BZTF21",434,2020-09-03 20:28:25.5447,-2,5
"Q","BZTF21",436,2020-09-03 20:28:25.5623,-2.25,5
"Q","BZTF21",438,2020-09-03 20:28:25.5623,-2.5,5
"Q","BZTF21",440,2020-09-03 20:28:25.5623,-2.75,183
"Q","BZTF21",442,2020-09-03 20:28:25.576,-2.75,173
"Q","BZTF21",444,2020-09-03 20:28:25.5819,-2.75,168
"Q","BZTF21",446,2020-09-03 20:28:25.7531,-2.75,177
"Q","BZTF21",448,2020-09-03 20:28:25.7796,-2.75,176
"Q","BZTF21",450,2020-09-03 20:28:25.8856,-2.75,199
"Q","BZTF21",452,2020-09-03 20:28:25.9495,-2.75,198
"Q","BZTF21",454,2020-09-03 20:28:26.028,-2.75,203
"Q","BZTF21",456,2020-09-03 20:28:26.028,-2.75,212
"Q","BZTF21",458,2020-09-03 20:28:26.028,-2.75,207
"Q","BZTF21",460,2020-09-03 20:28:26.0453,-2.75,212
"Q","BZTF21",462,2020-09-03 20:28:26.0453,-2.75,207
"Q","BZTF21",464,2020-09-03 20:28:26.0453,-2.75,203
"Q","BZTF21",466,2020-09-03 20:28:26.0453,-2.75,202
"Q","BZTF21",468,2020-09-03 20:28:26.0453,-2.75,198
"Q","BZTF21",470,2020-09-03 20:28:26.0831,-2.75,197
"Q","BZTF21",472,2020-09-03 20:28:26.1539,-2.75,29
"Q","BZTF21",474,2020-09-03 20:28:26.1539,-2.75,21
"Q","BZTF21",476,2020-09-03 20:28:26.1539,-2.5,4
"Q","BZTF21",478,2020-09-03 20:28:26.2498,-2,5
"Q","BZTF21",480,2020-09-03 20:28:27.0945,-2.25,5
"Q","BZTF21",482,2020-09-03 20:28:27.0945,-2.5,5
"Q","BZTF21",484,2020-09-03 20:28:27.0945,-2.75,124
"Q","BZTF21",486,2020-09-03 20:28:27.1428,-2.75,66
"Q","BZTF21",488,2020-09-03 20:28:27.1489,-2.75,61
"Q","BZTF21",490,2020-09-03 20:28:27.1489,-2.75,53
"Q","BZTF21",492,2020-09-03 20:28:27.3491,-2.75,70
"Q","BZTF21",494,2020-09-03 20:28:27.3988,-2.75,74
"Q","BZTF21",496,2020-09-03 20:28:27.4136,-2.75,83
"Q","BZTF21",498,2020-09-03 20:28:27.4933,-2.75,87
"Q","BZTF21",500,2020-09-03 20:28:27.4989,-2.75,96
"Q","BZTF21",502,2020-09-03 20:28:27.517,-2.75,95
"Q","BZTF21",504,2020-09-03 20:28:27.517,-2.75,87
"Q","BZTF21",506,2020-09-03 20:28:27.5481,-2.75,83
"Q","BZTF21",508,2020-09-03 20:28:27.5481,-2.75,82
"Q","BZTF21",510,2020-09-03 20:28:27.5481,-2.75,78
"Q","BZTF21",512,2020-09-03 20:28:27.5537,-2.75,74
"Q","BZTF21",514,2020-09-03 20:28:27.5537,-2.75,66
"Q","BZTF21",516,2020-09-03 20:28:27.5926,-2.75,65
"Q","BZTF21",518,2020-09-03 20:28:27.6724,-2.75,82
"Q","BZTF21",520,2020-09-03 20:28:27.6897,-2.75,86
"Q","BZTF21",522,2020-09-03 20:28:27.6947,-2.75,95
"Q","BZTF21",524,2020-09-03 20:28:27.6947,-2.75,86
"Q","BZTF21",526,2020-09-03 20:28:27.6947,-2.75,82
"Q","BZTF21",528,2020-09-03 20:28:27.6947,-2.75,73
"Q","BZTF21",530,2020-09-03 20:28:27.7001,-2.75,69
"Q","BZTF21",532,2020-09-03 20:28:27.7609,-2,5
"Q","BZTF21",534,2020-09-03 20:28:28.0587,-2.25,5
"Q","BZTF21",536,2020-09-03 20:28:28.0587,-2.5,5
"Q","BZTF21",538,2020-09-03 20:28:28.0587,-3,282
"Q","BZTF21",540,2020-09-03 20:28:28.0649,-3,287
"Q","BZTF21",542,2020-09-03 20:28:28.0649,-3,283
"Q","BZTF21",544,2020-09-03 20:28:28.0761,-2.75,4
"Q","BZTF21",546,2020-09-03 20:28:28.1303,-3,5
"Q","BZTF21",547,2020-09-03 20:28:28.1303,-3,325
"Q","BZTF21",549,2020-09-03 20:28:28.1303,-2.75,8
"Q","BZTF21",551,2020-09-03 20:28:28.4454,-2.75,42
"Q","BZTF21",553,2020-09-03 20:28:28.5048,-2.75,46
"Q","BZTF21",555,2020-09-03 20:28:28.7106,-2.75,54
"Q","BZTF21",557,2020-09-03 20:28:28.7106,-2.75,62
"Q","BZTF21",559,2020-09-03 20:28:28.7106,-2.75,66
"Q","BZTF21",561,2020-09-03 20:28:28.7106,-2.75,58
"Q","BZTF21",563,2020-09-03 20:28:28.7106,-2.75,54
"Q","BZTF21",565,2020-09-03 20:28:28.7269,-2.75,46
"Q","BZTF21",567,2020-09-03 20:28:28.7269,-2.75,45
"Q","BZTF21",569,2020-09-03 20:28:28.7772,-2.75,42
"Q","BZTF21",571,2020-09-03 20:28:28.7772,-2.75,41
"Q","BZTF21",573,2020-09-03 20:28:28.8094,-2,5
"Q","BZTF21",575,2020-09-03 20:28:33.5223,-2,12
"Q","BZTF21",577,2020-09-03 20:28:33.535,-2,15
"Q","BZTF21",579,2020-09-03 20:28:33.6106,-2,15
"Q","BZTF21",581,2020-09-03 20:28:33.6106,-2,15
"Q","BZTF21",583,2020-09-03 20:28:33.6106,-2,15
"Q","BZTF21",585,2020-09-03 20:28:33.6106,-2,10
"Q","BZTF21",587,2020-09-03 20:28:33.6106,-2,10
"Q","BZTF21",589,2020-09-03 20:28:33.616,-2,10
"Q","BZTF21",591,2020-09-03 20:28:33.616,-2,10
"Q","BZTF21",593,2020-09-03 20:28:33.616,-2,10
"Q","BZTF21",595,2020-09-03 20:28:33.616,-2,10
"Q","BZTF21",597,2020-09-03 20:28:33.616,-2,10
"Q","BZTF21",599,2020-09-03 20:28:33.6371,-2,10
"Q","BZTF21",601,2020-09-03 20:28:33.6421,-2,10
"Q","BZTF21",603,2020-09-03 20:28:33.6601,-2,15
"Q","BZTF21",605,2020-09-03 20:28:34.2126,-2,8
"Q","BZTF21",607,2020-09-03 20:28:34.2126,-1.75,3
"Q","BZTF21",609,2020-09-03 20:28:34.4284,-1.75,17
"Q","BZTF21",611,2020-09-03 20:28:34.5207,-1.75,27
"Q","BZTF21",613,2020-09-03 20:28:34.5207,-1.75,31
"Q","BZTF21",615,2020-09-03 20:28:34.6106,-1.75,48
