"<TYPE>","<TICKER>","<TAS.SEQ>","<ACTIVITY.DATETIME>","<BID.PRICE>","<BID.SIZE>"
"Q","BZTF21",31,2020-09-02 15:38:35.7482,-0.5,10
"Q","BZTF21",33,2020-09-02 15:39:11.7899,-0.5,8
"Q","BZTF21",35,2020-09-02 15:39:20.9689,-0.5,14
"Q","BZTF21",37,2020-09-02 15:49:58.7827,-0.5,13
"Q","BZTF21",39,2020-09-02 15:49:58.7827,-0.5,6
"Q","BZTF21",41,2020-09-02 15:49:58.7827,-0.75,100
"Q","BZTF21",43,2020-09-02 15:49:58.7827,-0.75,100
"Q","BZTF21",45,2020-09-02 16:06:10.2789,-0.75,100
"Q","BZTF21",47,2020-09-02 16:06:10.2789,-0.5,12
"Q","BZTF21",49,2020-09-02 16:15:14.8794,-0.5,9
"Q","BZTF21",51,2020-09-02 16:42:34.6387,-0.75,100
"Q","BZTF21",53,2020-09-02 16:42:34.6387,-0.75,100
"Q","BZTF21",55,2020-09-02 16:43:03.4048,-0.75,100
"Q","BZTF21",57,2020-09-02 16:43:19.9176,-0.75,100
"Q","BZTF21",59,2020-09-02 17:02:16.824,-0.75,100
"Q","BZTF21",61,2020-09-02 17:12:45.6761,-0.75,1000
"Q","BZTF21",63,2020-09-02 17:15:15.5835,-0.75,1000
"Q","BZTF21",65,2020-09-02 18:02:05.0635,-0.75,1000
"Q","BZTF21",67,2020-09-02 18:03:26.2358,-0.75,1000
"Q","BZTF21",69,2020-09-02 18:04:48.0212,-0.75,1000
"Q","BZTF21",71,2020-09-02 18:06:42.8327,-0.75,1000
"Q","BZTF21",73,2020-09-02 18:09:32.0345,-0.75,1000
"Q","BZTF21",75,2020-09-02 19:00:06.522,-0.75,1000
"Q","BZTF21",77,2020-09-02 19:00:06.522,-0.75,1000
"Q","BZTF21",79,2020-09-02 19:00:06.522,-0.75,1000
"Q","BZTF21",81,2020-09-02 19:00:06.522,-0.75,1000
"Q","BZTF21",83,2020-09-02 19:37:31.7498,-0.75,1000
"Q","BZTF21",85,2020-09-02 20:07:38.2246,-0.75,1000
"Q","BZTF21",87,2020-09-02 20:07:38.2246,-0.75,1000
"Q","BZTF21",89,2020-09-02 20:07:38.2246,-0.75,1000
"Q","BZTF21",91,2020-09-02 20:07:39.3941,-0.75,1000
"Q","BZTF21",93,2020-09-02 20:07:45.212,-0.75,1000
"Q","BZTF21",96,2020-09-02 20:08:42.1155,-0.75,900
"Q","BZTF21",99,2020-09-02 20:08:42.1229,-0.75,800
"Q","BZTF21",102,2020-09-02 20:08:42.1229,-0.75,700
"Q","BZTF21",105,2020-09-02 20:08:42.1229,-0.75,600
"Q","BZTF21",108,2020-09-02 20:08:42.1229,-0.75,500
"Q","BZTF21",111,2020-09-02 20:08:42.1229,-0.75,400
"Q","BZTF21",114,2020-09-02 20:08:42.1229,-0.75,300
"Q","BZTF21",117,2020-09-02 20:08:42.1229,-0.75,200
"Q","BZTF21",120,2020-09-02 20:08:42.1229,-0.75,100
"Q","BZTF21",123,2020-09-02 20:08:42.1229,-1,600
"Q","BZTF21",125,2020-09-02 20:14:01.2071,-1,600
"Q","BZTF21",127,2020-09-02 20:14:38.8105,-1,600
"Q","BZTF21",129,2020-09-02 20:15:00.009,-1,200
"Q","BZTF21",131,2020-09-02 20:18:55.741,-1,200
"Q","BZTF21",133,2020-09-02 20:18:55.741,-1,200
"Q","BZTF21",135,2020-09-02 20:18:55.741,-1,200
"Q","BZTF21",137,2020-09-02 20:18:55.741,-1,200
"Q","BZTF21",139,2020-09-02 20:18:55.741,-1,200
"Q","BZTF21",141,2020-09-02 20:18:55.741,-1,200
"Q","BZTF21",143,2020-09-02 20:18:55.741,-1,200
"Q","BZTF21",145,2020-09-02 20:18:55.741,-1,200
"Q","BZTF21",147,2020-09-02 20:18:55.7514,-1,200
"Q","BZTF21",149,2020-09-02 20:18:55.7514,-1,200
"Q","BZTF21",152,2020-09-02 20:19:31.3003,-0.75,35
"Q","BZTF21",153,2020-09-02 20:19:31.3003,-0.75,35
"Q","BZTF21",155,2020-09-02 20:19:32.0871,-1,200
"Q","BZTF21",157,2020-09-02 20:25:00.0093,-1,100
"Q","BZTF21",159,2020-09-02 20:26:12.0263,-1,100
"Q","BZTF21",160,2020-09-02 20:26:12.0263,-1,100
"Q","BZTF21",162,2020-09-02 20:28:00.0089,-2,755
"Q","BZTF21",164,2020-09-02 20:28:00.0124,-2,5
"Q","BZTF21",166,2020-09-02 20:28:02.619,-2,755
"Q","BZTF21",168,2020-09-02 20:28:03.0408,-2,5
"Q","BZTF21",170,2020-09-02 20:28:03.1053,-2,755
"Q","BZTF21",172,2020-09-02 20:28:03.1102,-2,5
"Q","BZTF21",174,2020-09-02 20:28:03.1118,-2,755
"Q","BZTF21",176,2020-09-02 20:28:03.1137,-2,5
"Q","BZTF21",178,2020-09-02 20:28:03.1161,-2,755
"Q","BZTF21",180,2020-09-02 20:28:03.1172,-2,5
"Q","BZTF21",182,2020-09-02 20:28:03.1257,-2,755
"Q","BZTF21",184,2020-09-02 20:28:03.147,-2,5
"Q","BZTF21",186,2020-09-02 20:28:03.5605,-2,755
"Q","BZTF21",188,2020-09-02 20:28:03.6447,-2,5
"Q","BZTF21",190,2020-09-02 20:28:03.6949,-2,755
"Q","BZTF21",192,2020-09-02 20:28:03.8539,-2,5
"Q","BZTF21",194,2020-09-02 20:28:04.0364,-2,755
"Q","BZTF21",196,2020-09-02 20:28:07.3534,-1.75,750
"Q","BZTF21",198,2020-09-02 20:28:07.6138,-2,5
"Q","BZTF21",199,2020-09-02 20:28:07.6138,-2,755
"Q","BZTF21",201,2020-09-02 20:28:07.933,-1.75,750
"Q","BZTF21",203,2020-09-02 20:28:07.9721,-2,5
"Q","BZTF21",204,2020-09-02 20:28:07.9721,-2,755
"Q","BZTF21",206,2020-09-02 20:28:08.0271,-1.75,750
"Q","BZTF21",208,2020-09-02 20:28:08.0363,-2,5
"Q","BZTF21",209,2020-09-02 20:28:08.0363,-2,755
"Q","BZTF21",211,2020-09-02 20:28:08.1238,-1.75,750
"Q","BZTF21",213,2020-09-02 20:28:08.2142,-2,5
"Q","BZTF21",214,2020-09-02 20:28:08.2142,-2,755
"Q","BZTF21",216,2020-09-02 20:28:08.339,-1.75,750
"Q","BZTF21",218,2020-09-02 20:28:08.4572,-2,5
"Q","BZTF21",219,2020-09-02 20:28:08.4572,-2,755
"Q","BZTF21",221,2020-09-02 20:28:08.4746,-1.75,750
"Q","BZTF21",223,2020-09-02 20:28:08.7731,-2,5
"Q","BZTF21",224,2020-09-02 20:28:08.7731,-2,755
"Q","BZTF21",226,2020-09-02 20:28:08.7926,-1.75,750
"Q","BZTF21",228,2020-09-02 20:28:09.0419,-2,5
"Q","BZTF21",229,2020-09-02 20:28:09.0419,-2,755
"Q","BZTF21",231,2020-09-02 20:28:09.0681,-1.75,750
"Q","BZTF21",233,2020-09-02 20:28:09.5073,-2,5
"Q","BZTF21",234,2020-09-02 20:28:09.5073,-2,755
"Q","BZTF21",236,2020-09-02 20:28:09.6437,-1.75,750
"Q","BZTF21",238,2020-09-02 20:28:10.3733,-1.75,742
"Q","BZTF21",240,2020-09-02 20:28:10.3733,-1.75,730
"Q","BZTF21",242,2020-09-02 20:28:10.3733,-1.75,707
"Q","BZTF21",244,2020-09-02 20:28:10.3733,-1.75,672
"Q","BZTF21",246,2020-09-02 20:28:10.3733,-1.75,661
"Q","BZTF21",248,2020-09-02 20:28:10.3996,-1.75,715
"Q","BZTF21",250,2020-09-02 20:28:10.4182,-1.75,714
"Q","BZTF21",252,2020-09-02 20:28:10.4255,-1.75,713
"Q","BZTF21",254,2020-09-02 20:28:10.4388,-1.75,712
"Q","BZTF21",256,2020-09-02 20:28:10.4574,-1.75,666
"Q","BZTF21",258,2020-09-02 20:28:10.4574,-1.75,659
"Q","BZTF21",260,2020-09-02 20:28:10.4574,-1.75,654
"Q","BZTF21",262,2020-09-02 20:28:10.4669,-1.75,653
"Q","BZTF21",264,2020-09-02 20:28:10.5499,-1.75,625
"Q","BZTF21",266,2020-09-02 20:28:10.5526,-1.75,591
"Q","BZTF21",268,2020-09-02 20:28:10.5566,-1.75,580
"Q","BZTF21",270,2020-09-02 20:28:10.7003,-1.75,750
"Q","BZTF21",272,2020-09-02 20:28:10.822,-1.75,744
"Q","BZTF21",274,2020-09-02 20:28:11.0045,-1.75,750
"Q","BZTF21",276,2020-09-02 20:28:11.114,-1.75,730
"Q","BZTF21",278,2020-09-02 20:28:11.114,-1.75,724
"Q","BZTF21",280,2020-09-02 20:28:11.1151,-1.75,702
"Q","BZTF21",282,2020-09-02 20:28:11.2175,-1.75,750
"Q","BZTF21",284,2020-09-02 20:28:11.3092,-1.75,743
"Q","BZTF21",286,2020-09-02 20:28:11.3227,-1.75,742
"Q","BZTF21",288,2020-09-02 20:28:11.3294,-1.75,741
"Q","BZTF21",290,2020-09-02 20:28:11.346,-1.75,740
"Q","BZTF21",292,2020-09-02 20:28:11.3649,-1.75,739
"Q","BZTF21",294,2020-09-02 20:28:11.3907,-1.75,738
"Q","BZTF21",296,2020-09-02 20:28:11.3968,-1.75,750
"Q","BZTF21",298,2020-09-02 20:28:11.4456,-1.75,744
"Q","BZTF21",300,2020-09-02 20:28:11.4571,-1.75,743
"Q","BZTF21",302,2020-09-02 20:28:11.4632,-1.75,750
"Q","BZTF21",304,2020-09-02 20:28:12.3827,-1.75,717
"Q","BZTF21",306,2020-09-02 20:28:12.3827,-1.75,681
"Q","BZTF21",308,2020-09-02 20:28:12.3827,-1.75,676
"Q","BZTF21",310,2020-09-02 20:28:12.3827,-1.75,669
"Q","BZTF21",312,2020-09-02 20:28:12.3972,-1.75,668
"Q","BZTF21",314,2020-09-02 20:28:12.4043,-1.75,88
"Q","BZTF21",316,2020-09-02 20:28:12.4089,-2,755
"Q","BZTF21",318,2020-09-02 20:28:12.4763,-2,748
"Q","BZTF21",320,2020-09-02 20:28:12.4763,-2,728
"Q","BZTF21",322,2020-09-02 20:28:12.4852,-2,718
"Q","BZTF21",324,2020-09-02 20:28:12.6161,-2,709
"Q","BZTF21",326,2020-09-02 20:28:12.6199,-2,708
"Q","BZTF21",328,2020-09-02 20:28:12.7356,-2,702
"Q","BZTF21",330,2020-09-02 20:28:12.7375,-2,693
"Q","BZTF21",332,2020-09-02 20:28:12.7386,-2,692
"Q","BZTF21",334,2020-09-02 20:28:12.7386,-2,683
"Q","BZTF21",336,2020-09-02 20:28:12.8504,-2,733
"Q","BZTF21",338,2020-09-02 20:28:12.8635,-2,742
"Q","BZTF21",340,2020-09-02 20:28:12.8723,-2,741
"Q","BZTF21",342,2020-09-02 20:28:12.8984,-2,740
"Q","BZTF21",344,2020-09-02 20:28:12.9055,-2,755
"Q","BZTF21",346,2020-09-02 20:28:12.9655,-2,746
"Q","BZTF21",348,2020-09-02 20:28:12.9655,-2,739
"Q","BZTF21",350,2020-09-02 20:28:12.9655,-2,709
"Q","BZTF21",352,2020-09-02 20:28:12.9703,-2,703
"Q","BZTF21",354,2020-09-02 20:28:12.9847,-2,690
"Q","BZTF21",356,2020-09-02 20:28:12.9966,-2,683
"Q","BZTF21",358,2020-09-02 20:28:12.9966,-2,644
"Q","BZTF21",360,2020-09-02 20:28:13.0144,-2,634
"Q","BZTF21",362,2020-09-02 20:28:13.107,-2,747
"Q","BZTF21",364,2020-09-02 20:28:13.1125,-2,746
"Q","BZTF21",366,2020-09-02 20:28:13.1256,-2,745
"Q","BZTF21",368,2020-09-02 20:28:13.1458,-2,744
"Q","BZTF21",370,2020-09-02 20:28:13.1667,-2,743
"Q","BZTF21",372,2020-09-02 20:28:13.1772,-2,752
"Q","BZTF21",374,2020-09-02 20:28:13.1772,-2,751
"Q","BZTF21",376,2020-09-02 20:28:13.1986,-2,750
"Q","BZTF21",378,2020-09-02 20:28:13.2155,-2,749
"Q","BZTF21",380,2020-09-02 20:28:13.2287,-2,748
"Q","BZTF21",382,2020-09-02 20:28:13.2625,-2,747
"Q","BZTF21",384,2020-09-02 20:28:13.2708,-2,746
"Q","BZTF21",386,2020-09-02 20:28:13.2916,-2,745
"Q","BZTF21",388,2020-09-02 20:28:13.3019,-2,744
"Q","BZTF21",390,2020-09-02 20:28:13.3893,-2,755
"Q","BZTF21",392,2020-09-02 20:28:13.4299,-2,747
"Q","BZTF21",394,2020-09-02 20:28:13.4313,-2,746
"Q","BZTF21",396,2020-09-02 20:28:13.4313,-2,729
"Q","BZTF21",398,2020-09-02 20:28:13.4313,-2,726
"Q","BZTF21",400,2020-09-02 20:28:13.4374,-2,720
"Q","BZTF21",402,2020-09-02 20:28:13.4391,-2,711
"Q","BZTF21",404,2020-09-02 20:28:13.4408,-2,675
"Q","BZTF21",406,2020-09-02 20:28:13.4408,-2,648
"Q","BZTF21",408,2020-09-02 20:28:13.4417,-2,621
"Q","BZTF21",410,2020-09-02 20:28:13.9375,-2,755
"Q","BZTF21",412,2020-09-02 20:28:14.0888,-2,712
"Q","BZTF21",414,2020-09-02 20:28:14.1098,-2,711
"Q","BZTF21",416,2020-09-02 20:28:14.1239,-2,710
"Q","BZTF21",418,2020-09-02 20:28:14.1458,-2,709
"Q","BZTF21",420,2020-09-02 20:28:14.1779,-2,707
"Q","BZTF21",422,2020-09-02 20:28:14.2058,-2,706
"Q","BZTF21",424,2020-09-02 20:28:14.2156,-2,705
"Q","BZTF21",426,2020-09-02 20:28:14.2156,-2,730
"Q","BZTF21",428,2020-09-02 20:28:14.2198,-2,739
"Q","BZTF21",430,2020-09-02 20:28:14.3405,-2,733
"Q","BZTF21",432,2020-09-02 20:28:14.3405,-2,724
"Q","BZTF21",434,2020-09-02 20:28:14.3405,-2,716
"Q","BZTF21",436,2020-09-02 20:28:14.3505,-2,715
"Q","BZTF21",438,2020-09-02 20:28:14.3928,-2,722
"Q","BZTF21",440,2020-09-02 20:28:14.3966,-2,721
"Q","BZTF21",442,2020-09-02 20:28:14.4192,-2,745
"Q","BZTF21",444,2020-09-02 20:28:14.4367,-2,744
"Q","BZTF21",446,2020-09-02 20:28:14.459,-2,743
"Q","BZTF21",448,2020-09-02 20:28:14.4876,-2,742
"Q","BZTF21",450,2020-09-02 20:28:14.4987,-2,741
"Q","BZTF21",452,2020-09-02 20:28:14.578,-2,721
"Q","BZTF21",454,2020-09-02 20:28:14.6335,-2,685
"Q","BZTF21",456,2020-09-02 20:28:14.638,-2,677
"Q","BZTF21",458,2020-09-02 20:28:14.6405,-2,660
"Q","BZTF21",460,2020-09-02 20:28:14.6541,-2,659
"Q","BZTF21",462,2020-09-02 20:28:14.6608,-2,653
"Q","BZTF21",464,2020-09-02 20:28:14.6608,-2,643
"Q","BZTF21",466,2020-09-02 20:28:14.6834,-2,642
"Q","BZTF21",468,2020-09-02 20:28:14.6849,-2,626
"Q","BZTF21",470,2020-09-02 20:28:14.6849,-2,621
"Q","BZTF21",472,2020-09-02 20:28:14.7607,-2,614
"Q","BZTF21",474,2020-09-02 20:28:14.8436,-2,614
"Q","BZTF21",476,2020-09-02 20:28:15.0206,-2,644
"Q","BZTF21",478,2020-09-02 20:28:15.0354,-2,643
"Q","BZTF21",480,2020-09-02 20:28:15.0567,-2,650
"Q","BZTF21",482,2020-09-02 20:28:15.0775,-2,649
"Q","BZTF21",484,2020-09-02 20:28:15.0864,-2,665
"Q","BZTF21",486,2020-09-02 20:28:15.0864,-2,673
"Q","BZTF21",488,2020-09-02 20:28:15.098,-2,672
"Q","BZTF21",490,2020-09-02 20:28:15.1166,-2,665
"Q","BZTF21",492,2020-09-02 20:28:15.1166,-2,649
"Q","BZTF21",494,2020-09-02 20:28:15.1166,-2,648
"Q","BZTF21",496,2020-09-02 20:28:15.1212,-2,647
"Q","BZTF21",498,2020-09-02 20:28:15.1288,-2,643
"Q","BZTF21",500,2020-09-02 20:28:15.1288,-2,624
"Q","BZTF21",502,2020-09-02 20:28:15.1288,-2,623
"Q","BZTF21",504,2020-09-02 20:28:15.1288,-2,615
"Q","BZTF21",506,2020-09-02 20:28:15.2204,-2,691
"Q","BZTF21",508,2020-09-02 20:28:15.2264,-2,690
"Q","BZTF21",510,2020-09-02 20:28:15.4,-2,755
"Q","BZTF21",512,2020-09-02 20:28:15.4738,-2,153
"Q","BZTF21",514,2020-09-02 20:28:15.4738,-2,146
"Q","BZTF21",516,2020-09-02 20:28:15.4738,-2,71
"Q","BZTF21",518,2020-09-02 20:28:15.4738,-1.75,591
"Q","BZTF21",520,2020-09-02 20:28:15.4806,-1.75,676
"Q","BZTF21",522,2020-09-02 20:28:15.4806,-1.75,645
"Q","BZTF21",524,2020-09-02 20:28:15.5139,-1.75,660
"Q","BZTF21",526,2020-09-02 20:28:15.5311,-1.75,659
"Q","BZTF21",528,2020-09-02 20:28:15.5416,-1.75,658
"Q","BZTF21",530,2020-09-02 20:28:15.5584,-1.75,694
"Q","BZTF21",532,2020-09-02 20:28:15.5611,-1.75,702
"Q","BZTF21",534,2020-09-02 20:28:15.5685,-1.75,701
"Q","BZTF21",536,2020-09-02 20:28:15.7381,-1.75,694
"Q","BZTF21",538,2020-09-02 20:28:15.7381,-1.75,679
"Q","BZTF21",540,2020-09-02 20:28:15.7381,-1.75,678
"Q","BZTF21",542,2020-09-02 20:28:15.7661,-1.75,670
"Q","BZTF21",544,2020-09-02 20:28:15.7661,-1.75,659
"Q","BZTF21",546,2020-09-02 20:28:15.7661,-1.75,647
"Q","BZTF21",548,2020-09-02 20:28:15.7661,-1.75,633
"Q","BZTF21",550,2020-09-02 20:28:15.7661,-1.75,631
"Q","BZTF21",552,2020-09-02 20:28:15.7717,-1.75,624
"Q","BZTF21",554,2020-09-02 20:28:15.7883,-1.75,623
"Q","BZTF21",556,2020-09-02 20:28:15.8242,-1.75,63
"Q","BZTF21",558,2020-09-02 20:28:15.8242,-2,755
"Q","BZTF21",560,2020-09-02 20:28:15.8848,-1.75,574
"Q","BZTF21",562,2020-09-02 20:28:16.0242,-1.75,591
"Q","BZTF21",564,2020-09-02 20:28:16.0242,-1.75,584
"Q","BZTF21",566,2020-09-02 20:28:16.03,-1.75,576
"Q","BZTF21",568,2020-09-02 20:28:16.0324,-1.75,574
"Q","BZTF21",570,2020-09-02 20:28:16.0559,-1.75,598
"Q","BZTF21",572,2020-09-02 20:28:16.0559,-1.75,605
"Q","BZTF21",574,2020-09-02 20:28:16.0679,-1.75,598
"Q","BZTF21",576,2020-09-02 20:28:16.0679,-1.75,597
"Q","BZTF21",578,2020-09-02 20:28:16.0859,-1.75,596
"Q","BZTF21",580,2020-09-02 20:28:16.1009,-1.75,611
"Q","BZTF21",582,2020-09-02 20:28:16.1193,-1.75,610
"Q","BZTF21",584,2020-09-02 20:28:16.124,-1.75,596
"Q","BZTF21",586,2020-09-02 20:28:16.124,-1.75,588
"Q","BZTF21",588,2020-09-02 20:28:16.1268,-1.75,587
"Q","BZTF21",590,2020-09-02 20:28:16.1395,-1.75,580
"Q","BZTF21",592,2020-09-02 20:28:16.1395,-1.75,574
"Q","BZTF21",594,2020-09-02 20:28:16.1395,-1.75,572
"Q","BZTF21",596,2020-09-02 20:28:16.216,-1.75,614
"Q","BZTF21",598,2020-09-02 20:28:16.2314,-1.75,584
"Q","BZTF21",600,2020-09-02 20:28:16.2343,-1.75,576
"Q","BZTF21",602,2020-09-02 20:28:16.237,-1.75,573
"Q","BZTF21",604,2020-09-02 20:28:16.237,-1.75,569
"Q","BZTF21",606,2020-09-02 20:28:16.243,-1.75,561
"Q","BZTF21",608,2020-09-02 20:28:16.4318,-1.75,562
"Q","BZTF21",610,2020-09-02 20:28:16.4349,-1.75,561
"Q","BZTF21",612,2020-09-02 20:28:16.4349,-1.75,518
"Q","BZTF21",614,2020-09-02 20:28:16.4362,-1.75,511
"Q","BZTF21",616,2020-09-02 20:28:16.4559,-1.75,532
"Q","BZTF21",618,2020-09-02 20:28:16.4794,-1.75,531
"Q","BZTF21",620,2020-09-02 20:28:16.52,-1.75,530
"Q","BZTF21",622,2020-09-02 20:28:16.5357,-1.75,529
"Q","BZTF21",624,2020-09-02 20:28:16.5415,-1.75,522
"Q","BZTF21",626,2020-09-02 20:28:16.5519,-1.75,536
"Q","BZTF21",628,2020-09-02 20:28:16.5853,-1.75,535
"Q","BZTF21",630,2020-09-02 20:28:16.6056,-1.75,534
"Q","BZTF21",632,2020-09-02 20:28:16.6396,-1.75,533
"Q","BZTF21",634,2020-09-02 20:28:16.6829,-1.75,518
"Q","BZTF21",636,2020-09-02 20:28:16.6829,-1.75,507
"Q","BZTF21",638,2020-09-02 20:28:16.6829,-1.75,496
"Q","BZTF21",640,2020-09-02 20:28:16.6829,-1.75,489
"Q","BZTF21",642,2020-09-02 20:28:16.7014,-1.75,488
"Q","BZTF21",644,2020-09-02 20:28:16.7275,-1.75,487
"Q","BZTF21",646,2020-09-02 20:28:16.7708,-1.75,479
"Q","BZTF21",648,2020-09-02 20:28:16.7969,-1.75,478
"Q","BZTF21",650,2020-09-02 20:28:16.8046,-1.75,471
"Q","BZTF21",652,2020-09-02 20:28:16.8086,-2,5
"Q","BZTF21",653,2020-09-02 20:28:16.8086,-2,755
"Q","BZTF21",655,2020-09-02 20:28:16.8086,-2,754
"Q","BZTF21",657,2020-09-02 20:28:16.8103,-2,747
"Q","BZTF21",659,2020-09-02 20:28:16.819,-2,733
"Q","BZTF21",661,2020-09-02 20:28:16.8303,-2,725
"Q","BZTF21",663,2020-09-02 20:28:16.843,-2,590
"Q","BZTF21",665,2020-09-02 20:28:16.8464,-2,582
"Q","BZTF21",667,2020-09-02 20:28:16.8557,-2,575
"Q","BZTF21",669,2020-09-02 20:28:17.056,-2,729
"Q","BZTF21",671,2020-09-02 20:28:17.068,-2,722
"Q","BZTF21",673,2020-09-02 20:28:17.1187,-2,685
"Q","BZTF21",675,2020-09-02 20:28:17.1212,-2,657
"Q","BZTF21",677,2020-09-02 20:28:17.1279,-2,650
"Q","BZTF21",679,2020-09-02 20:28:17.1302,-2,643
"Q","BZTF21",681,2020-09-02 20:28:17.1302,-2,622
"Q","BZTF21",683,2020-09-02 20:28:17.1302,-2,615
"Q","BZTF21",685,2020-09-02 20:28:17.1322,-2,608
"Q","BZTF21",687,2020-09-02 20:28:17.1355,-2,601
"Q","BZTF21",689,2020-09-02 20:28:17.1355,-2,600
"Q","BZTF21",691,2020-09-02 20:28:17.1355,-2,586
"Q","BZTF21",693,2020-09-02 20:28:17.1362,-2,579
"Q","BZTF21",695,2020-09-02 20:28:17.1422,-2,586
"Q","BZTF21",697,2020-09-02 20:28:17.1441,-2,582
"Q","BZTF21",699,2020-09-02 20:28:17.1441,-2,575
"Q","BZTF21",701,2020-09-02 20:28:17.1475,-2,509
"Q","BZTF21",703,2020-09-02 20:28:17.2317,-2,548
"Q","BZTF21",705,2020-09-02 20:28:17.2459,-2,547
"Q","BZTF21",707,2020-09-02 20:28:17.2739,-2,546
"Q","BZTF21",709,2020-09-02 20:28:17.3127,-2,518
"Q","BZTF21",711,2020-09-02 20:28:17.3149,-2,511
"Q","BZTF21",713,2020-09-02 20:28:17.3207,-2,509
"Q","BZTF21",715,2020-09-02 20:28:17.4162,-2,480
"Q","BZTF21",717,2020-09-02 20:28:17.5343,-2,497
"Q","BZTF21",719,2020-09-02 20:28:17.5548,-2,490
"Q","BZTF21",721,2020-09-02 20:28:17.5852,-2,489
"Q","BZTF21",723,2020-09-02 20:28:17.6147,-2,488
"Q","BZTF21",725,2020-09-02 20:28:17.6567,-2,487
"Q","BZTF21",727,2020-09-02 20:28:17.6876,-2,493
"Q","BZTF21",729,2020-09-02 20:28:17.7193,-2,492
"Q","BZTF21",731,2020-09-02 20:28:17.7469,-2,491
"Q","BZTF21",733,2020-09-02 20:28:17.7502,-2,505
"Q","BZTF21",735,2020-09-02 20:28:17.8196,-2,537
"Q","BZTF21",737,2020-09-02 20:28:17.8327,-2,536
"Q","BZTF21",739,2020-09-02 20:28:17.8446,-2,543
"Q","BZTF21",741,2020-09-02 20:28:17.8523,-2,542
"Q","BZTF21",743,2020-09-02 20:28:17.8838,-2,548
"Q","BZTF21",745,2020-09-02 20:28:17.8943,-2,555
"Q","BZTF21",747,2020-09-02 20:28:17.9175,-2,554
"Q","BZTF21",749,2020-09-02 20:28:17.9216,-2,548
"Q","BZTF21",751,2020-09-02 20:28:17.9216,-2,542
"Q","BZTF21",753,2020-09-02 20:28:17.9216,-2,540
"Q","BZTF21",755,2020-09-02 20:28:17.9351,-2,536
"Q","BZTF21",757,2020-09-02 20:28:17.9351,-2,533
"Q","BZTF21",759,2020-09-02 20:28:17.9399,-2,526
"Q","BZTF21",761,2020-09-02 20:28:17.9771,-2,525
"Q","BZTF21",763,2020-09-02 20:28:18.0168,-2,524
"Q","BZTF21",765,2020-09-02 20:28:18.0471,-2,523
"Q","BZTF21",767,2020-09-02 20:28:18.082,-2,569
"Q","BZTF21",769,2020-09-02 20:28:18.1005,-2,568
"Q","BZTF21",771,2020-09-02 20:28:18.1061,-2,575
"Q","BZTF21",773,2020-09-02 20:28:18.119,-2,574
"Q","BZTF21",775,2020-09-02 20:28:18.1247,-2,568
"Q","BZTF21",777,2020-09-02 20:28:18.1247,-2,561
"Q","BZTF21",779,2020-09-02 20:28:18.1413,-2,560
"Q","BZTF21",781,2020-09-02 20:28:18.153,-2,567
"Q","BZTF21",783,2020-09-02 20:28:18.1715,-2,566
"Q","BZTF21",785,2020-09-02 20:28:18.2033,-2,565
"Q","BZTF21",787,2020-09-02 20:28:18.2365,-2,577
"Q","BZTF21",789,2020-09-02 20:28:18.259,-2,576
"Q","BZTF21",791,2020-09-02 20:28:18.2957,-2,575
"Q","BZTF21",793,2020-09-02 20:28:18.3155,-2,594
"Q","BZTF21",795,2020-09-02 20:28:18.3501,-2,593
"Q","BZTF21",797,2020-09-02 20:28:18.5245,-1.75,486
"Q","BZTF21",799,2020-09-02 20:28:18.5426,-1.75,517
"Q","BZTF21",801,2020-09-02 20:28:18.5482,-1.75,511
"Q","BZTF21",803,2020-09-02 20:28:18.5585,-1.75,510
"Q","BZTF21",805,2020-09-02 20:28:18.5617,-1.75,491
"Q","BZTF21",807,2020-09-02 20:28:18.5659,-1.75,489
"Q","BZTF21",809,2020-09-02 20:28:18.5659,-1.75,484
"Q","BZTF21",811,2020-09-02 20:28:18.5669,-1.75,478
"Q","BZTF21",813,2020-09-02 20:28:18.5691,-2,5
"Q","BZTF21",814,2020-09-02 20:28:18.5691,-2,703
"Q","BZTF21",816,2020-09-02 20:28:18.5731,-2,683
"Q","BZTF21",818,2020-09-02 20:28:18.5752,-2,670
"Q","BZTF21",820,2020-09-02 20:28:18.608,-1.75,457
"Q","BZTF21",822,2020-09-02 20:28:18.6106,-1.75,445
"Q","BZTF21",824,2020-09-02 20:28:18.6206,-1.75,438
"Q","BZTF21",826,2020-09-02 20:28:18.6219,-2,5
"Q","BZTF21",827,2020-09-02 20:28:18.6219,-2,720
"Q","BZTF21",829,2020-09-02 20:28:18.6245,-2,714
"Q","BZTF21",831,2020-09-02 20:28:18.6658,-1.75,482
"Q","BZTF21",833,2020-09-02 20:28:18.774,-1.75,556
"Q","BZTF21",835,2020-09-02 20:28:18.7813,-1.75,555
"Q","BZTF21",837,2020-09-02 20:28:18.8111,-1.75,536
"Q","BZTF21",839,2020-09-02 20:28:18.8128,-1.75,529
"Q","BZTF21",841,2020-09-02 20:28:18.8128,-1.75,516
"Q","BZTF21",843,2020-09-02 20:28:18.8145,-1.75,510
"Q","BZTF21",845,2020-09-02 20:28:18.8145,-1.75,504
"Q","BZTF21",847,2020-09-02 20:28:18.8145,-1.75,482
"Q","BZTF21",849,2020-09-02 20:28:18.8592,-2,5
"Q","BZTF21",850,2020-09-02 20:28:18.8592,-2,725
